text,blanks
"A healthy relationship is one part ______, and two parts ______.",2
"After my last rectal exam, the doctor surprised me with ______.",1
"Eventually Law Enforcement had to bring the stand-off to an end by storming the building & throwing ______ into the compound.",1
"Fuck the Zombie Apocalypse! What about the impending ______ Apocalypse!?",1
"In a bizarre turn of events General Johnson confessed to ______ on his deathbed.",1
"In a surprising revelation, George Lucas revealed that Star Was was actually inspired by ______.",1
"In a tragic turn of events, ______ has deteriorated into nothing more than ______.",2
"In breaking news we now go live to Olmstead, Wisconsin where ______ has just collided with ______.",2
"In response to recent tragedies officials are now considering putting ______ on airplanes.",1
"Locals scramble to prepare as ______ approaches the islands of Taiwan.",1
"My secret fetish is ______.",1
"My wife's walk-in closet full of shoes is impressive, but my walk-in closet full of ______ is totally awesome!",1
"President Barack Obama took this opportunity to speak out in support of ______.",1
"The world is burning, and ______ can only do so much to save it.",1
"Thomas Edison has been quoted as saying, ""Genius is one percent ______, ninety nine percent ______.&acirc;&euro;ù",2
"Tru Blood turn up the heat this season with a sex scene that involves both ______ and ______.",2
"While he strongly dissapproves of ______, Congressman Smith has no shame about his relationship with ______.",2
"While not embraced by Western Culture, ______ is considered a delicacy in many Third World countries.",1
"World News Tonight: In a show of force, Ukrainian forces have taken control of ______, but nobody really seems to have noticed.",1
"You take the good, you take the bad, you take them both, and there you have ______.",1
"______ ain't nothin' but trouble.",1
